"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"37","Other","Married","30986.44","Self-employed","0.288","579","500","Debt consolidation","14.07","36","F4","5","44227.7","6294.6","1","0","1","3-Risky","3","F","35-49","2. Standard(20-35%)","<9k","paid"
"40","Female","Single","48035.84","Employed","0.232","694","17134.23","Other","16.49","36","C5","4","30823.82","4747.96","4","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","15-21k","paid"
"72","Male","Widowed","79724.53","Employed","0.331","661","14686.28","Other","14.43","60","D4","8","120391.22","22085.26","4","0","1","2-Standard","5","D","60+","2. Standard(20-35%)","9-15k","paid"
"75","Female","Single","76924.37","Unemployed","0.267","524","7901.52","Debt consolidation","16.15","36","F2","5","110077.68","102172.16","3","0","0","3-Risky","3","F","60+","2. Standard(20-35%)","<9k","default"
"36","Female","Single","30099.46","Unemployed","0.26","715","32042.2","Home","10.97","60","C4","6","48452.43","7072.39","4","0","0","2-Standard","5","C","35-49","2. Standard(20-35%)","21k","default"
"66","Female","Single","77560.91","Retired","0.263","586","10350.2","Home","12.88","36","E2","8","51839.4","33894.55","6","0","0","2-Standard","3","E","60+","2. Standard(20-35%)","9-15k","default"
"63","Female","Married","50063.66","Employed","0.26","765","8995.82","Debt consolidation","7.34","60","B4","2","40768.39","20817.97","4","0","1","1-Excellent","5","B","60+","2. Standard(20-35%)","<9k","paid"
"27","Female","Single","33479.24","Employed","0.313","658","26424.06","Debt consolidation","11.89","36","D4","10","30946.16","11542.21","6","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","21k","paid"
"36","Female","Married","23688.8","Employed","0.275","777","10717.32","Debt consolidation","6.28","36","B4","8","38613.51","27746.9","3","0","1","1-Excellent","3","B","35-49","2. Standard(20-35%)","9-15k","paid"
"65","Male","Married","32378.34","Employed","0.173","699","27799.95","Car","9.25","36","C1","6","47723.16","37051.81","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","21k","paid"
"67","Female","Single","56689.02","Self-employed","0.17","676","9759.23","Education","11.12","36","C5","4","34532.48","9036.69","3","1","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"68","Male","Single","28879.71","Employed","0.089","613","11873.3","Education","15.54","60","D1","2","32472.64","13885.17","1","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","9-15k","paid"
"47","Male","Married","42822.05","Employed","0.131","652","22541.01","Debt consolidation","13.73","36","D1","6","42255.25","21727.84","3","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","default"
"73","Male","Single","26687.74","Unemployed","0.059","720","8344.87","Debt consolidation","12.67","36","C1","6","34774.65","32548.15","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"43","Male","Single","62446.26","Employed","0.079","783","9252.1","Business","11.77","36","B2","4","48625.19","2646.06","3","1","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","9-15k","paid"
"44","Female","Single","21693.83","Self-employed","0.145","726","30727.63","Medical","12.68","36","C1","8","31160.33","20534.28","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","21k","paid"
"29","Female","Single","140977.81","Unemployed","0.038","790","20754.32","Education","7.9","36","B3","8","154046.74","61483.81","0","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"55","Male","Single","41962.97","Employed","0.228","531","15361.21","Business","11.07","60","F1","8","53108.7","11005.7","3","0","1","3-Risky","5","F","50-59","2. Standard(20-35%)","15-21k","paid"
"71","Female","Married","24409.5","Self-employed","0.056","780","17552.49","Debt consolidation","10.56","36","B1","6","41626.44","36240.34","2","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"40","Male","Married","26704.78","Employed","0.281","505","34033.38","Debt consolidation","17.25","36","F1","3","26107.51","5744.82","2","0","0","3-Risky","3","F","35-49","2. Standard(20-35%)","21k","default"
"57","Male","Married","19717.83","Unemployed","0.29","541","18240.01","Other","14.11","36","F4","8","26649.83","11599.98","4","0","0","3-Risky","3","F","50-59","2. Standard(20-35%)","15-21k","default"
"62","Female","Single","67647.13","Employed","0.114","677","15594.25","Debt consolidation","11.97","36","C5","9","68881.64","5854.35","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"37","Female","Married","44107.02","Unemployed","0.273","640","16424.84","Debt consolidation","12.6","36","D4","7","54305.39","15617.99","4","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","15-21k","default"
"67","Male","Single","44189.74","Employed","0.222","593","6858.26","Debt consolidation","14.98","36","E4","8","68987.05","58808.25","4","0","1","2-Standard","3","E","60+","2. Standard(20-35%)","<9k","paid"
"51","Female","Divorced","46797.77","Employed","0.023","776","12473.08","Debt consolidation","8.7","60","B5","7","76301.18","11601.73","1","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","9-15k","paid"
"75","Male","Married","23626.29","Employed","0.133","670","17153.5","Car","16.31","36","C2","5","34687.31","21651.51","4","0","0","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","default"
"28","Other","Single","30508.39","Employed","0.075","754","20055.56","Home","10.57","36","B1","4","26540.78","2543.78","2","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"35","Male","Single","12050.97","Employed","0.152","812","6516.15","Debt consolidation","8.74","60","A5","6","23411.14","12532.5","1","0","1","1-Excellent","5","A","35-49","1. Excellent(<20%)","<9k","paid"
"51","Male","Single","116847.91","Employed","0.032","669","27147.32","Debt consolidation","12.16","36","D5","3","120504.05","28335.94","0","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","21k","paid"
"73","Female","Single","16077.08","Employed","0.156","663","17253.54","Business","14.73","36","D4","3","16172.32","3099.01","1","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","paid"
"50","Female","Married","25495.28","Employed","0.298","759","22950.78","Debt consolidation","10.03","36","B5","2","25924.68","4877.37","4","0","1","1-Excellent","3","B","50-59","2. Standard(20-35%)","21k","paid"
"66","Male","Single","31993.24","Employed","0.209","775","3692.22","Other","8.95","60","B3","7","37329.55","10944.68","2","0","1","1-Excellent","5","B","60+","2. Standard(20-35%)","<9k","paid"
"40","Female","Divorced","41935.62","Unemployed","0.058","729","13347.8","Education","11.32","60","C3","6","36645.41","10609.62","1","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","9-15k","paid"
"59","Male","Single","38328.12","Employed","0.114","652","5039.3","Home","12.74","36","D4","6","31470.51","23857.99","3","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","<9k","paid"
"73","Female","Married","48256.21","Unemployed","0.354","720","6095.36","Education","10.83","36","C2","9","76265.73","71254.52","2","0","0","2-Standard","3","C","60+","3. Risky(36-43%)","<9k","default"
"75","Male","Single","121167","Self-employed","0.337","671","19748.81","Education","11.84","36","C1","4","81880.09","51517.66","2","0","0","2-Standard","3","C","60+","2. Standard(20-35%)","15-21k","default"
"32","Female","Single","46211.13","Employed","0.248","660","9339.22","Education","12.36","36","D3","5","43013.26","34498.28","2","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","9-15k","paid"
"69","Female","Divorced","19004.83","Employed","0.159","628","7553.08","Education","10.6","36","D1","5","21277.66","9496.54","1","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","<9k","paid"
"37","Male","Married","91929.39","Unemployed","0.351","743","21721.28","Home","11.86","60","B1","5","75735.86","41591.96","1","0","0","1-Excellent","5","B","35-49","3. Risky(36-43%)","21k","default"
"62","Female","Married","86579.44","Student","0.156","628","4245.88","Other","12.54","36","D4","5","116162.25","26898.17","1","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","<9k","default"
"50","Other","Married","44003.01","Employed","0.121","767","38833.23","Other","13.61","36","B2","6","53842.49","6973.16","2","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","21k","paid"
"49","Female","Widowed","51443.05","Self-employed","0.106","601","13140.93","Other","17.05","36","E2","2","43121.76","35329.61","2","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","9-15k","paid"
"39","Male","Married","24078.38","Employed","0.202","741","4405.36","Education","12.4","36","B4","4","23636.34","14527.93","3","0","1","1-Excellent","3","B","35-49","2. Standard(20-35%)","<9k","paid"
"66","Female","Single","67771.6","Employed","0.31","691","12512.82","Debt consolidation","13.92","60","C2","3","92739.82","69201.3","2","0","0","2-Standard","5","C","60+","2. Standard(20-35%)","9-15k","default"
"31","Female","Single","21747.28","Employed","0.25","660","12976.7","Business","13.4","36","D4","4","27174.07","22251.66","2","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","9-15k","paid"
"54","Female","Married","24305.35","Employed","0.172","744","3403.89","Debt consolidation","10.94","36","B3","3","20556.82","12465.84","2","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","<9k","paid"
"70","Female","Married","55802.67","Retired","0.064","734","20581.01","Medical","13.73","60","C2","3","59299.77","55551.93","2","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","15-21k","paid"
"27","Male","Married","66314.15","Employed","0.09","693","14968.65","Debt consolidation","11.24","36","C1","9","86559.54","8025.11","0","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","9-15k","paid"
"64","Female","Single","21129.74","Employed","0.101","672","18275.35","Car","13.4","36","C3","7","33474.98","13665.96","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"54","Female","Divorced","28616.06","Employed","0.136","713","24110.01","Other","9.81","36","C4","5","45926.65","29687.95","2","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","21k","paid"
"40","Male","Married","29356.86","Employed","0.095","792","7745","Education","9.99","36","B5","5","25153.7","23796.68","2","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"70","Female","Married","68681.75","Employed","0.049","803","14725.26","Debt consolidation","8.92","36","A2","7","74456.09","45559.41","0","0","1","1-Excellent","3","A","60+","1. Excellent(<20%)","9-15k","paid"
"58","Female","Single","29219.06","Employed","0.076","678","13777.53","Debt consolidation","15.81","60","C1","4","22381.45","16502.14","2","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","9-15k","paid"
"44","Female","Divorced","30040.41","Employed","0.35","628","18082.25","Debt consolidation","16.92","60","D2","2","40775.36","18991.64","1","0","0","2-Standard","5","D","35-49","2. Standard(20-35%)","15-21k","default"
"30","Male","Married","81086.83","Employed","0.266","707","19244.98","Debt consolidation","11.46","36","C1","1","120397.29","97978.54","3","0","1","2-Standard","3","C","25-34","2. Standard(20-35%)","15-21k","paid"
"52","Female","Married","15479.79","Employed","0.115","732","6519.03","Home","10.39","36","C1","6","28220.3","8115","1","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","paid"
"72","Male","Divorced","25117.34","Employed","0.054","724","20792.39","Debt consolidation","11.07","36","C4","4","20996.75","18032.11","5","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"35","Female","Divorced","8073.76","Unemployed","0.271","815","17404.59","Debt consolidation","10.64","60","A3","7","18481.8","6368.63","1","0","0","1-Excellent","5","A","35-49","2. Standard(20-35%)","15-21k","default"
"57","Female","Single","9304.17","Employed","0.06","748","16004.97","Home","9.81","60","B4","5","14083.93","9032.64","0","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","15-21k","paid"
"40","Female","Divorced","25124.1","Employed","0.104","727","12513.65","Other","12.32","36","C3","2","34677.51","22143.21","4","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","9-15k","paid"
"23","Male","Married","12819.3","Self-employed","0.07","711","21962.18","Education","13.56","36","C1","6","23881.39","21528.29","1","0","1","2-Standard","3","C","<25","1. Excellent(<20%)","21k","paid"
"57","Female","Single","17296.55","Employed","0.426","594","25343.29","Debt consolidation","16.02","36","E2","3","19720.12","16777.75","7","0","0","2-Standard","3","E","50-59","3. Risky(36-43%)","21k","default"
"60","Female","Single","10563.51","Self-employed","0.078","657","21691.96","Medical","13.76","36","D4","5","14649.5","11833.39","1","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","21k","paid"
"28","Male","Single","29909.56","Employed","0.106","638","3379.77","Debt consolidation","12.88","36","D3","3","24750.29","10364.94","0","1","1","2-Standard","3","D","25-34","1. Excellent(<20%)","<9k","paid"
"60","Female","Married","54186.46","Self-employed","0.324","645","29624.52","Debt consolidation","14.89","60","D2","7","65985.27","15071.9","5","0","1","2-Standard","5","D","60+","2. Standard(20-35%)","21k","paid"
"64","Female","Married","35116.13","Employed","0.107","791","20570.93","Other","13.74","36","B2","6","57354.33","28030.28","2","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"43","Female","Single","63467.92","Self-employed","0.099","626","11432.73","Vacation","12.9","36","D3","6","93034.75","48751.97","6","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","9-15k","paid"
"60","Male","Married","16549.68","Employed","0.033","784","20002.02","Debt consolidation","8.67","36","B3","3","15771.29","10433.92","1","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"31","Male","Married","103531.63","Employed","0.289","716","13324.07","Business","10.53","36","C3","2","62085.75","47649.44","0","0","1","2-Standard","3","C","25-34","2. Standard(20-35%)","9-15k","paid"
"66","Female","Married","34238.2","Employed","0.059","523","19417.74","Business","16.13","36","F5","8","46777.92","40446.46","2","0","0","3-Risky","3","F","60+","1. Excellent(<20%)","15-21k","default"
"28","Male","Divorced","17307.78","Self-employed","0.084","632","28168","Home","15.46","36","D2","5","19652.8","11446.49","0","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","21k","paid"
"49","Male","Married","34183.87","Employed","0.317","698","14399.94","Car","12.12","36","C2","6","31275.8","25848.19","5","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"50","Female","Single","45506.61","Retired","0.268","646","24430.67","Other","12.48","60","D5","8","58137.91","53747.96","2","0","1","2-Standard","5","D","50-59","2. Standard(20-35%)","21k","paid"
"30","Male","Married","58573.22","Employed","0.312","621","12590.57","Other","12.53","36","D1","10","72023.87","46712.32","6","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","9-15k","paid"
"59","Female","Divorced","78064.11","Employed","0.152","668","24264.25","Education","14.27","36","D3","8","120010.28","28906.13","4","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","21k","paid"
"48","Female","Single","38553.39","Self-employed","0.149","673","18997.55","Business","12.93","60","C4","3","23750.44","4698.11","4","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","15-21k","paid"
"69","Female","Widowed","34908.87","Employed","0.289","654","18054.28","Business","15.64","36","D4","5","36951.79","27901.18","2","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","15-21k","paid"
